id	slug	title	postStatus	blocking_ids	blocking_messages_snip
cmocfyszn000c0n46soji5sh7	lt-reg-cs-anaphylaxis-bronchospasm	Why does anaphylaxis cause bronchospasm?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfyt2y000f0n46mmm4rg9j	lt-reg-cs-ards-refractory-hypoxemia	Why does ARDS cause refractory hypoxemia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.36), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfytez000o0n46xyelmigf	lt-reg-cs-asthma-exacerbation-accessory-muscle-use	Why does asthma exacerbation cause accessory muscle use?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.70), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3149 words).
cmocfytfq000p0n46fhrv0smb	lt-reg-cs-bronchiectasis-purulent-sputum	Why does bronchiectasis cause purulent sputum?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfytjj000s0n466pg4w9e3	lt-reg-cs-cellulitis-spreading-erythema	Why does cellulitis cause spreading erythema?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfyt5o000h0n46xfqwjhvu	lt-reg-cs-cholecystitis-murphy-sign-pain	Why does cholecystitis cause Murphy sign pain?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.51), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3079 words).
cmocfytpy000y0n46orvah6bm	lt-reg-cs-cirrhosis-ascites	Why does cirrhosis cause ascites?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfyspu00030n46jksoh19v	lt-reg-cs-copd-co2-retention	Why does COPD cause CO2 retention?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3012 words).
cmocfytno000v0n46za6eioe6	lt-reg-cs-diabetic-ketoacidosis-kussmaul-respirations	Why does diabetic ketoacidosis cause Kussmaul respirations?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.52), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | 3 reference lines appear misaligned with the article topic. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3082 words).
cmocfyu1b001d0n46bi3ygtv8	lt-reg-cs-diabetic-neuropathy-loss-of-protective-sensation	Why does diabetic neuropathy cause loss of protective sensation?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.70), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | 3 reference lines appear misaligned with the article topic. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3216 words).
cmocfysky00000n461uoskbrj	lt-reg-cs-dka-hyperkalemia	Why does DKA cause hyperkalemia?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.16), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | FAQ answers are generic, too short, or not tied to the article topic. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~2945 words).
cmocfytbq000m0n46awid1wba	lt-reg-cs-fluid-overload-crackles	Why does fluid overload cause crackles?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.35), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3015 words).
cmocfyt8e000j0n46pu81gsxr	lt-reg-cs-gi-bleeding-orthostatic-hypotension	Why does GI bleeding cause orthostatic hypotension?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.36), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3082 words).
cmocfyssg00060n461odex51a	lt-reg-cs-heart-failure-pulmonary-edema	Why does heart failure cause pulmonary edema?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.55), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3082 words).
cmocfytyk00190n46qbztfjyq	lt-reg-cs-hyperkalemia-peaked-t-waves	Why does hyperkalemia cause peaked T waves?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.34), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3079 words).
cmocfytwq00160n46e1452pdi	lt-reg-cs-hypernatremia-altered-mental-status	Why does hypernatremia cause altered mental status?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.51), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3079 words).
cmocfytob000w0n462gnhwi5m	lt-reg-cs-hyperosmolar-hyperglycemic-state-altered-mental-status	Why does hyperosmolar hyperglycemic state cause altered mental status?	NEEDS_REVIEW	educational_stub_language;content_nursing_implications;internal_link_recommendations;faq_content_when_required;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_content_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate;blog_publish_quality_gate	Placeholder or stub language detected (section_connects_stub). | Missing an H2-level nursing implications / practice implications section. | No internal link plan: verified lessons, anchor opportunities, related posts, and contract recommended links are all emp | Pathophysiology / disease-process drafts require at least four FAQ items for FAQPage value and learner depth. | Body contains banned filler / meta-instruction phrase: "this section connects the clinical question…" | Body contains Unicode en dash or em dash characters; use commas, colons, or ASCII hyphen for learner-facing HTML. | Pathophysiology long-form: more than one pair of H2 sections overlaps heavily (Jaccard > 0.52) — likely duplicated boile | Highest pairwise Jaccard similarity between major H2 sections is 0.90 (threshold 0.78). | Body word diversity is low (repetition ratio 8.88), suggesting padded or duplicated sections. | FAQ content appears both in the HTML body and in structured faqBlock — public pages would duplicate FAQs. | Body contains generated placeholder/template phrase: "this section connects the clinical question". | Repeated or near-duplicate sentences suggest generated filler inflated the article. | Body word count appears inflated by repeated low-diversity wording. | References do not appear relevant to the article title or target keyword. | Multiple H2 sections share overlapping prose (max section Jaccard 0.93; limit 0.48). | Primary keyword phrase is repeated too densely in the body (67 occurrences in ~3219 words).
