locale,key,englishValue,overlayValue,overlayStatus,section,priorityRank
es,pages.resetPassword.successMessage,Your password has been updated. You can sign in now.,,missing_in_overlay,auth,6
es,pages.resetPassword.weakPasswordMessage,Password must be at least 8 characters.,,missing_in_overlay,auth,6
es,pages.signup.legalAfter,.,.,identical_to_english,auth,6
es,pages.signup.tierLvn,LVN/LPN,LVN/LPN,identical_to_english,auth,6
es,pages.signup.tierRpn,RPN,RPN,identical_to_english,auth,6
es,account.idPrefix,ID,ID,identical_to_english,other,7
es,account.role.admin,Admin,Admin,identical_to_english,other,7
es,brand.applyNest,ApplyNest,ApplyNest,identical_to_english,other,7
es,brand.nurseNest,NurseNest,NurseNest,identical_to_english,other,7
es,components.competitiveDifferentiation.clinicalLearningSystem,Clinical Learning System,Clinical Learning System,identical_to_english,other,7
es,components.competitiveDifferentiation.feature,Feature,Feature,identical_to_english,other,7
es,components.competitiveDifferentiation.platformComparison,Platform Comparison,Platform Comparison,identical_to_english,other,7
es,components.competitiveDifferentiation.typicalPlatforms,Typical Platforms,Typical Platforms,identical_to_english,other,7
es,components.competitiveDifferentiation.typicalPlatforms2,Typical Platforms,Typical Platforms,identical_to_english,other,7
es,components.footer.applynestHealthcareProgramApplicationsAnd,ApplyNest — program applications & admissions,ApplyNest — program applications & admissions,identical_to_english,other,7
es,components.footer.healthcareProgramApplicationsAdmissionsAnd,— healthcare program applications & admissions.,— healthcare program applications & admissions.,identical_to_english,other,7
es,components.footer.nclexrnPrep,NCLEX-RN prep,NCLEX-RN prep,identical_to_english,other,7
es,components.footer.npExamPrepHub,NP exam prep hub,NP exam prep hub,identical_to_english,other,7
es,components.footer.nursenestNursingAndHealthcareExam,NurseNest — nursing & healthcare exam prep,NurseNest — nursing & healthcare exam prep,identical_to_english,other,7
es,components.footer.nursingExamPrepClinicalTools,— nursing exam prep & clinical tools.,— nursing exam prep & clinical tools.,identical_to_english,other,7
es,components.footer.nursingExamPrepHub,Nursing exam prep hub,Nursing exam prep hub,identical_to_english,other,7
es,components.footer.ourEducationEcosystem,Our education ecosystem,Our education ecosystem,identical_to_english,other,7
es,components.footer.paramedic,Paramedic,Paramedic,identical_to_english,other,7
es,components.footer.respiratoryTherapist,Respiratory therapy,Respiratory therapy,identical_to_english,other,7
es,components.footer.rexpnNclexpnPrep,REx-PN / NCLEX-PN prep,REx-PN / NCLEX-PN prep,identical_to_english,other,7
es,components.heroAlliedHealth.careerreadinessScenariosGoal,career-readiness scenarios (goal),career-readiness scenarios (goal),identical_to_english,other,7
es,components.heroAlliedHealth.comingSoon,Coming Soon,Coming Soon,identical_to_english,other,7
es,components.heroAlliedHealth.comingSoon2,Coming Soon,Coming Soon,identical_to_english,other,7
es,components.heroAlliedHealth.newGraduate,New Graduate,New Graduate,identical_to_english,other,7
es,components.heroAlliedHealth.prenursing,Pre-Nursing,Pre-Nursing,identical_to_english,other,7
es,components.heroAlliedHealth.prepareForNursingSchoolSuccess,Prepare for nursing school success with foundational science and terminology review.,Prepare for nursing school success with foundational science and terminology review.,identical_to_english,other,7
es,components.heroAlliedHealth.questions,questions,questions,identical_to_english,other,7
es,components.heroAlliedHealth.questions2,questions,questions,identical_to_english,other,7
es,components.heroAlliedHealth.questionsGoal,questions (goal),questions (goal),identical_to_english,other,7
es,components.heroAlliedHealth.transitionFromStudentToConfident,Transition from student to confident practitioner with workplace readiness scenarios.,Transition from student to confident practitioner with workplace readiness scenarios.,identical_to_english,other,7
es,components.heroCertifications.startPrep,Start prep,Start prep,identical_to_english,other,7
es,components.heroExpansionTracker.alliedHealthMajorCareers,Allied Health (Major Careers),Allied Health (Major Careers),identical_to_english,other,7
es,components.heroExpansionTracker.nursingTiers,Nursing Tiers,Nursing Tiers,identical_to_english,other,7
es,components.heroFeaturesGrid.learnMore,Learn more,Learn more,identical_to_english,other,7
es,components.heroGlobalCoverage.rarr,→,→,identical_to_english,other,7
es,components.heroGlobalCoverage.supportedCountries,Supported Countries,Supported Countries,identical_to_english,other,7
es,components.heroGlobalCoverage.supportedLanguages,Supported Languages,Supported Languages,identical_to_english,other,7
es,components.heroNursingTiers.20Languages,20 Languages,20 Languages,identical_to_english,other,7
es,components.heroNursingTiers.majorExams,Major Exams,Major Exams,identical_to_english,other,7
es,components.heroNursingTiers.mockExams,Mock Exams,Mock Exams,identical_to_english,other,7
es,components.heroNursingTiers.questionsGoal,questions (goal),questions (goal),identical_to_english,other,7
es,components.heroNursingTiers.studyGuides,Study Guides,Study Guides,identical_to_english,other,7
es,components.homeBottomSections.25Questions,25 Questions,25 Questions,identical_to_english,other,7
es,components.homeBottomSections.adaptive,Adaptive,Adaptive,identical_to_english,other,7
es,components.homeBottomSections.builtForYou,Built for You,Built for You,identical_to_english,other,7
es,components.homeBottomSections.canada,Canada,Canada,identical_to_english,other,7
es,components.homeBottomSections.createYourPlan,Create Your Plan,Create Your Plan,identical_to_english,other,7
es,components.homeBottomSections.customStudyPlanner,Custom Study Planner,Custom Study Planner,identical_to_english,other,7
es,components.homeBottomSections.dailyTasks,Daily Tasks,Daily Tasks,identical_to_english,other,7
es,components.homeBottomSections.domainAnalysis,Domain Analysis,Domain Analysis,identical_to_english,other,7
es,components.homeBottomSections.free,Free,Free,identical_to_english,other,7
es,components.homeBottomSections.freeReadinessExam,Free Readiness Exam,Free Readiness Exam,identical_to_english,other,7
es,components.homeBottomSections.instantResults,Instant Results,Instant Results,identical_to_english,other,7
es,components.homeBottomSections.noCost,No Cost,No Cost,identical_to_english,other,7
es,components.homeBottomSections.performanceReportCard,Performance Report Card,Performance Report Card,identical_to_english,other,7
es,components.homeBottomSections.personalized,Adaptive,Adaptive,identical_to_english,other,7
es,components.homeBottomSections.progressTracking,Progress Tracking,Progress Tracking,identical_to_english,other,7
es,components.homeBottomSections.readinessExamBody,"Twenty-five items with an instant breakdown: see whether timing, knowledge, or judgement slipped before you sit for real.","Twenty-five items with an instant breakdown: see whether timing, knowledge, or judgement slipped before you sit for real.",identical_to_english,other,7
es,components.homeBottomSections.reportCardBody,Category accuracy and trends over time—so you stop re-drilling chapters you already own and focus where score variance is highest.,Category accuracy and trends over time—so you stop re-drilling chapters you already own and focus where score variance is highest.,identical_to_english,other,7
es,components.homeBottomSections.scoreTrends,Score Trends,Score Trends,identical_to_english,other,7
es,components.homeBottomSections.studyPlannerBody,"Queue blocks from your exam date and the categories that still miss—so after a shift you open the planner and see what to do next, not a blank calendar.","Queue blocks from your exam date and the categories that still miss—so after a shift you open the planner and see what to do next, not a blank calendar.",identical_to_english,other,7
es,components.homeBottomSections.studyToolsCta,Start free — open practice,Start free — open practice,identical_to_english,other,7
es,components.homeBottomSections.studyToolsHeading,"Reports, mocks, and planners in one learner shell","Reports, mocks, and planners in one learner shell",identical_to_english,other,7
es,components.homeBottomSections.studyToolsSubcopy,"After a shift, you should not rebuild a study stack from memory. Open the planner for your exam window, run a mock when you are ready, and read the report card to see what to queue next.","After a shift, you should not rebuild a study stack from memory. Open the planner for your exam window, run a mock when you are ready, and read the report card to see what to queue next.",identical_to_english,other,7
es,components.homeBottomSections.takeTheFreeExam,Take the Free Exam,Take the Free Exam,identical_to_english,other,7
es,components.homeBottomSections.unitedStates,United States,United States,identical_to_english,other,7
es,components.homeBottomSections.viewYourReportCard,View Your Report Card,View Your Report Card,identical_to_english,other,7
es,components.homeBottomSections.weakAreaDetection,Weak Area Detection,Weak Area Detection,identical_to_english,other,7
es,components.homeChoosePath.chooseYourPath,Choose Your Path,Choose Your Path,identical_to_english,other,7
es,components.homeChoosePath.clinicalLessons,Clinical Lessons,Clinical Lessons,identical_to_english,other,7
es,components.homeChoosePath.flashcards,Flashcards,Flashcards,identical_to_english,other,7
es,components.homeChoosePath.languagesSupported,Languages Supported,Languages Supported,identical_to_english,other,7
es,components.homeChoosePath.practiceQuestions,Practice Questions,Practice Questions,identical_to_english,other,7
es,components.homeChoosePath.whetherYoureANursingStudent,Whether you,Whether you,identical_to_english,other,7
es,components.homeConversionSections.7dayMoneybackGuarantee,7-Day Money-Back Guarantee,7-Day Money-Back Guarantee,identical_to_english,other,7
es,components.homeConversionSections.allied,Allied,Allied,identical_to_english,other,7
es,components.homeConversionSections.aProvenSystemToPrepare,"Learn the mechanism, pressure-test with items, then redirect study time using category signals—not vibes.","Learn the mechanism, pressure-test with items, then redirect study time using category signals—not vibes.",identical_to_english,other,7
es,components.homeConversionSections.averageRating,average rating,average rating,identical_to_english,other,7
es,components.homeConversionSections.chooseYourPath,Choose Your Path,Choose Your Path,identical_to_english,other,7
es,components.homeConversionSections.competitiveCta,Compare plans & pricing,Compare plans & pricing,identical_to_english,other,7
es,components.homeConversionSections.competitiveHeading,Why learners outgrow single-exam qbanks,Why learners outgrow single-exam qbanks,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow0.feature,Question volume,Question volume,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow0.ours,{{count}} exam-style questions across pathway tiers,{{count}} exam-style questions across pathway tiers,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow0.typical,"Smaller banks, often under a few thousand items","Smaller banks, often under a few thousand items",identical_to_english,other,7
es,components.homeConversionSections.competitiveRow1.feature,Flashcards included,Flashcards included,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow1.ours,{{count}} flashcards organized into decks,{{count}} flashcards organized into decks,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow1.typical,Flashcards sold separately or missing entirely,Flashcards sold separately or missing entirely,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow2.feature,Multi-discipline scope,Multi-discipline scope,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow2.ours,"Dedicated RPN, RN, NP, and allied tracks with correct scope language","Dedicated RPN, RN, NP, and allied tracks with correct scope language",identical_to_english,other,7
es,components.homeConversionSections.competitiveRow2.typical,Single-exam focus or mixed stems that blur delegation rules,Single-exam focus or mixed stems that blur delegation rules,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow3.feature,Integrated workflow,Integrated workflow,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow3.ours,"Questions, decks, mocks, and lessons referencing the same miss patterns","Questions, decks, mocks, and lessons referencing the same miss patterns",identical_to_english,other,7
es,components.homeConversionSections.competitiveRow3.typical,Only one modality (questions-only or video-only),Only one modality (questions-only or video-only),identical_to_english,other,7
es,components.homeConversionSections.competitiveRow4.feature,Allied & specialty coverage,Allied & specialty coverage,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow4.ours,"RT, lab, paramedic, imaging, and related tracks with protocol-level framing","RT, lab, paramedic, imaging, and related tracks with protocol-level framing",identical_to_english,other,7
es,components.homeConversionSections.competitiveRow4.typical,Nursing-only content with no credible allied expansion,Nursing-only content with no credible allied expansion,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow5.feature,Readiness analytics,Readiness analytics,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow5.ours,Category accuracy and session trends that suggest what to queue next,Category accuracy and session trends that suggest what to queue next,identical_to_english,other,7
es,components.homeConversionSections.competitiveRow5.typical,Score-only dashboards with no line-of-sight to the next study block,Score-only dashboards with no line-of-sight to the next study block,identical_to_english,other,7
es,components.homeConversionSections.competitiveSubcopy,"Most tools optimize for one test. NurseNest keeps questions, decks, mocks, lessons, and category analytics on one rail so you are not rebuilding a workflow every semester.","Most tools optimize for one test. NurseNest keeps questions, decks, mocks, lessons, and category analytics on one rail so you are not rebuilding a workflow every semester.",identical_to_english,other,7
es,components.homeConversionSections.conversionProofCta,Create a free account — explore the bank,Create a free account — explore the bank,identical_to_english,other,7
es,components.homeConversionSections.conversionProofHeading,What you actually get in the shell,What you actually get in the shell,identical_to_english,other,7
es,components.homeConversionSections.conversionProofSubcopy,"Fewer open tabs. NurseNest combines {{questions}} exam-style items, {{flashcards}} flashcards across {{decks}} decks, CAT-style mocks, image-backed items where available, and rationales that spell out safe vs unsafe options—in one study environment aligned to nursing, NP, and allied exams.","Fewer open tabs. NurseNest combines {{questions}} exam-style items, {{flashcards}} flashcards across {{decks}} decks, CAT-style mocks, image-backed items where available, and rationales that spell out safe vs unsafe options—in one study environment aligned to nursing, NP, and allied exams.",identical_to_english,other,7
es,components.homeConversionSections.everythingYouNeed,Everything You Need,Everything You Need,identical_to_english,other,7
es,components.homeConversionSections.explore,Explore,Explore,identical_to_english,other,7
es,components.homeConversionSections.featureCard.flashcards.desc,Learn and test modes with spaced scheduling so weak concepts resurface before you forget them.,Learn and test modes with spaced scheduling so weak concepts resurface before you forget them.,identical_to_english,other,7
es,components.homeConversionSections.featureCard.flashcards.tags,Deck tagging · Spaced mode · Import,Deck tagging · Spaced mode · Import,identical_to_english,other,7
es,components.homeConversionSections.featureCard.flashcards.title,Flashcards & decks,Flashcards & decks,identical_to_english,other,7
es,components.homeConversionSections.featureCard.mocks.desc,"Full-length timed sessions with breakdowns that show whether timing, knowledge, or judgement slipped.","Full-length timed sessions with breakdowns that show whether timing, knowledge, or judgement slipped.",identical_to_english,other,7
es,components.homeConversionSections.featureCard.mocks.tags,Strict mode · Score trends · Review queue,Strict mode · Score trends · Review queue,identical_to_english,other,7
es,components.homeConversionSections.featureCard.mocks.title,Mock exams,Mock exams,identical_to_english,other,7
es,components.homeConversionSections.featureCard.questions.desc,{{count}} items across domains with detailed rationales focused on judgement—not trivia recall.,{{count}} items across domains with detailed rationales focused on judgement—not trivia recall.,identical_to_english,other,7
es,components.homeConversionSections.featureCard.questions.tags,SATA · NGN-style · Timed sets,SATA · NGN-style · Timed sets,identical_to_english,other,7
es,components.homeConversionSections.featureCard.questions.title,Question bank,Question bank,identical_to_english,other,7
es,components.homeConversionSections.featureCard.rationales.desc,"Every option explains the clinical call—so you rehearse elimination logic, not pattern matching.","Every option explains the clinical call—so you rehearse elimination logic, not pattern matching.",identical_to_english,other,7
es,components.homeConversionSections.featureCard.rationales.tags,Unsafe options · Delegation · Pharmacology safety,Unsafe options · Delegation · Pharmacology safety,identical_to_english,other,7
es,components.homeConversionSections.featureCard.rationales.title,Rationale-first review,Rationale-first review,identical_to_english,other,7
es,components.homeConversionSections.featureStripHeading,Pass-focused tools—not a generic content marketplace,Pass-focused tools—not a generic content marketplace,identical_to_english,other,7
es,components.homeConversionSections.featureStripSubcopy,"Pick the lane that matches tonight’s study goal: drill items, rehearse a mock, or read rationales for what you just missed.","Pick the lane that matches tonight’s study goal: drill items, rehearse a mock, or read rationales for what you just missed.",identical_to_english,other,7
es,components.homeConversionSections.finalCtaHeading,Start rehearsing with your pathway unlocked,Start rehearsing with your pathway unlocked,identical_to_english,other,7
es,components.homeConversionSections.finalCtaPrimary,Start practicing free,Start practicing free,identical_to_english,other,7
es,components.homeConversionSections.finalCtaSecondary,View pricing,View pricing,identical_to_english,other,7
es,components.homeConversionSections.finalCtaSubcopy,"Create a free account to browse starter content. Upgrade when you want the full bank, mocks, and history for your tier—no surprise charges to look around.","Create a free account to browse starter content. Upgrade when you want the full bank, mocks, and history for your tier—no surprise charges to look around.",identical_to_english,other,7
es,components.homeConversionSections.freeAccountIncludesPracticeQuestions,"Free account includes practice questions, lessons, and flashcard access.","Free account includes practice questions, lessons, and flashcard access.",identical_to_english,other,7
es,components.homeConversionSections.howItWorks,How It Works,How It Works,identical_to_english,other,7
es,components.homeConversionSections.howItWorksHeading,"How rationales, practice, and progress connect","How rationales, practice, and progress connect",identical_to_english,other,7
es,components.homeConversionSections.howItWorksIntro,Three loops you repeat until exam day—each one tied to how boards actually score judgement.,Three loops you repeat until exam day—each one tied to how boards actually score judgement.,identical_to_english,other,7
es,components.homeConversionSections.howStep1.desc,Short lessons and reviews organized by system and competency so you know why a presentation matters—not just the buzzword.,Short lessons and reviews organized by system and competency so you know why a presentation matters—not just the buzzword.,identical_to_english,other,7
es,components.homeConversionSections.howStep1.title,Learn the mechanism,Learn the mechanism,identical_to_english,other,7
es,components.homeConversionSections.howStep2.desc,"Timed and untimed sets, SATA, and case-style stems with rationales that dismantle every option—not just the letter the key lists.","Timed and untimed sets, SATA, and case-style stems with rationales that dismantle every option—not just the letter the key lists.",identical_to_english,other,7
es,components.homeConversionSections.howStep2.title,Pressure-test with items,Pressure-test with items,identical_to_english,other,7
es,components.homeConversionSections.howStep3.desc,"See accuracy by domain, carry results into the next session, and stop guessing what to open after a 12-hour shift.","See accuracy by domain, carry results into the next session, and stop guessing what to open after a 12-hour shift.",identical_to_english,other,7
es,components.homeConversionSections.howStep3.title,Redirect off weak categories,Redirect off weak categories,identical_to_english,other,7
es,components.homeConversionSections.join5000Students,"Join 5,000+ students","Join 5,000+ students",identical_to_english,other,7
es,components.homeConversionSections.nextScreenshot,Next screenshot,Next screenshot,identical_to_english,other,7
es,components.homeConversionSections.noCreditCardRequiredFree,No credit card required. Free tier available.,No credit card required. Free tier available.,identical_to_english,other,7
es,components.homeConversionSections.platformScale,Platform Scale,Platform Scale,identical_to_english,other,7
es,components.homeConversionSections.previousScreenshot,Previous screenshot,Previous screenshot,identical_to_english,other,7
es,components.homeConversionSections.professionHeading,Choose the exam you are sitting next,Choose the exam you are sitting next,identical_to_english,other,7
es,components.homeConversionSections.professionSubcopy,Jump straight into pathway-tagged practice hubs and lessons so delegation language matches your registration context.,Jump straight into pathway-tagged practice hubs and lessons so delegation language matches your registration context.,identical_to_english,other,7
es,components.homeConversionSections.proofCard.catExams.desc,Timed blocks that adapt difficulty so you are not only rehearsing questions you already own.,Timed blocks that adapt difficulty so you are not only rehearsing questions you already own.,identical_to_english,other,7
es,components.homeConversionSections.proofCard.catExams.title,CAT-style mocks with performance carryover,CAT-style mocks with performance carryover,identical_to_english,other,7
es,components.homeConversionSections.proofCard.clinicalImages.desc,Images and diagrams embedded with rationales so you practice interpreting what boards actually show on screen.,Images and diagrams embedded with rationales so you practice interpreting what boards actually show on screen.,identical_to_english,other,7
es,components.homeConversionSections.proofCard.clinicalImages.title,Visuals where the exam tests recognition,Visuals where the exam tests recognition,identical_to_english,other,7
es,components.homeConversionSections.proofCard.examQuestions.desc,"Stems written for delegation, prioritization, and pharmacology judgement—with rationales that explain why each distractor fails clinically.","Stems written for delegation, prioritization, and pharmacology judgement—with rationales that explain why each distractor fails clinically.",identical_to_english,other,7
es,components.homeConversionSections.proofCard.examQuestions.title,Exam-style items with unsafe-option reasoning,Exam-style items with unsafe-option reasoning,identical_to_english,other,7
es,components.homeConversionSections.proofCard.flashcards.desc,"Pharmacology, pathophysiology, and high-yield concepts in decks meant for spaced retrieval—not isolated memorization.","Pharmacology, pathophysiology, and high-yield concepts in decks meant for spaced retrieval—not isolated memorization.",identical_to_english,other,7
es,components.homeConversionSections.proofCard.flashcards.title,Decks you can tie to weak tags,Decks you can tie to weak tags,identical_to_english,other,7
es,components.homeConversionSections.proofCard.lessons.desc,Body-system and competency lessons with quick checks so you know whether the concept stuck before you burn another question block.,Body-system and competency lessons with quick checks so you know whether the concept stuck before you burn another question block.,identical_to_english,other,7
es,components.homeConversionSections.proofCard.lessons.title,Lessons with pre/post checks,Lessons with pre/post checks,identical_to_english,other,7
es,components.homeConversionSections.proofCard.multiDiscipline.desc,"Practical nursing, RN, NP, and allied content use the right delegation language—no one-size stem bank with a new label.","Practical nursing, RN, NP, and allied content use the right delegation language—no one-size stem bank with a new label.",identical_to_english,other,7
es,components.homeConversionSections.proofCard.multiDiscipline.title,Separate tracks for separate scopes,Separate tracks for separate scopes,identical_to_english,other,7
es,components.homeConversionSections.sampleCheckAnswer,Show rationale,Show rationale,identical_to_english,other,7
es,components.homeConversionSections.sampleCorrect,Correct,Correct,identical_to_english,other,7
es,components.homeConversionSections.sampleCorrectAnswerLabel,Correct answer: {{letter}},Correct answer: {{letter}},identical_to_english,other,7
es,components.homeConversionSections.sampleQuestionHeading,Try a pharmacology judgement stem,Try a pharmacology judgement stem,identical_to_english,other,7
es,components.homeConversionSections.sampleQuestionSubcopy,"Tap an option, then read how the rationale rules out each distractor—same flow as inside the bank.","Tap an option, then read how the rationale rules out each distractor—same flow as inside the bank.",identical_to_english,other,7
es,components.homeConversionSections.sampleStartPractice,Open free practice,Open free practice,identical_to_english,other,7
es,components.homeConversionSections.sampleTryAgain,Reset question,Reset question,identical_to_english,other,7
es,components.homeConversionSections.studentReviews,Student Reviews,Student Reviews,identical_to_english,other,7
es,components.homeConversionSections.testimonialsHeading,What learners say about rehearsing here,What learners say about rehearsing here,identical_to_english,other,7
es,components.homeConversionSections.testimonialsSubcopy,Quotes from students preparing for Canadian and US licensure and certification exams—your results depend on how consistently you train.,Quotes from students preparing for Canadian and US licensure and certification exams—your results depend on how consistently you train.,identical_to_english,other,7
es,components.homeConversionSections.trustBadge.catExams,CAT-style mocks,CAT-style mocks,identical_to_english,other,7
es,components.homeConversionSections.trustBadge.clinicalImages,Clinical images,Clinical images,identical_to_english,other,7
es,components.homeConversionSections.trustBadge.multiTier,Pathway-tier banks,Pathway-tier banks,identical_to_english,other,7
es,components.homeConversionSections.trustCounterLabel.decks,Study decks,Study decks,identical_to_english,other,7
es,components.homeConversionSections.trustCounterLabel.flashcards,Flashcards,Flashcards,identical_to_english,other,7
es,components.homeConversionSections.trustCounterLabel.lessons,Clinical lessons,Clinical lessons,identical_to_english,other,7
es,components.homeConversionSections.trustCounterLabel.questions,Practice questions,Practice questions,identical_to_english,other,7
es,components.homeConversionSections.trustCountersHeading,Built for high-stakes healthcare exams—not generic multiple-choice drills,Built for high-stakes healthcare exams—not generic multiple-choice drills,identical_to_english,other,7
es,components.homeConversionSections.trustCountersSubcopy,"A deep bank of items, decks, lessons, and mocks for RPN, RN, NP, and allied tracks—scoped so you are not mixing PN stems into RN review.","A deep bank of items, decks, lessons, and mocks for RPN, RN, NP, and allied tracks—scoped so you are not mixing PN stems into RN review.",identical_to_english,other,7
es,components.homeConversionSections.tryItFree,Try It Free,Try It Free,identical_to_english,other,7
es,components.homeConversionSections.whyNursenest,Why NurseNest,Why NurseNest,identical_to_english,other,7
es,components.homeDifferentiation.comparison.adaptiveMockExams.feature,Mock exams,Mock exams,identical_to_english,other,7
es,components.homeDifferentiation.comparison.adaptiveMockExams.nursenest,Timed blocks sized for your filtered pool with performance carryover into review queues,Timed blocks sized for your filtered pool with performance carryover into review queues,identical_to_english,other,7
es,components.homeDifferentiation.comparison.adaptiveMockExams.typical,Static PDF-style tests that do not feed the next study block,Static PDF-style tests that do not feed the next study block,identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalJudgmentTraining.feature,Clinical judgement practice,Clinical judgement practice,identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalJudgmentTraining.nursenest,"NGN-style cases, bowties, and prioritization drills with full option rationale","NGN-style cases, bowties, and prioritization drills with full option rationale",identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalJudgmentTraining.typical,Straight multiple choice without the multi-step reasoning stems boards now use,Straight multiple choice without the multi-step reasoning stems boards now use,identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalLessons.feature,Clinical lessons,Clinical lessons,identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalLessons.nursenest,"Lessons wired to categories you miss, with pre/post checks instead of passive video only","Lessons wired to categories you miss, with pre/post checks instead of passive video only",identical_to_english,other,7
es,components.homeDifferentiation.comparison.clinicalLessons.typical,No lesson layer or generic slides detached from your item history,No lesson layer or generic slides detached from your item history,identical_to_english,other,7
es,components.homeDifferentiation.comparison.defaultHeadline,Where NurseNest diverges from generic Qbanks,Where NurseNest diverges from generic Qbanks,identical_to_english,other,7
es,components.homeDifferentiation.comparison.defaultSubtitle,"Side-by-side on the things that change how you study: scope, rationales, mocks, and whether analytics point you to the next item set.","Side-by-side on the things that change how you study: scope, rationales, mocks, and whether analytics point you to the next item set.",identical_to_english,other,7
es,components.homeDifferentiation.comparison.flashcardsIncluded.feature,Flashcards & remediation,Flashcards & remediation,identical_to_english,other,7
es,components.homeDifferentiation.comparison.flashcardsIncluded.nursenest,Decks generated from weak tags with spaced scheduling inside the same subscription,Decks generated from weak tags with spaced scheduling inside the same subscription,identical_to_english,other,7
