locale,key,englishValue,overlayValue,overlayStatus,section,priorityRank
ar,pages.pricing.narrative.rn.headline,"NCLEX-RN readiness: judgment, pharmacology, and stamina",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.headlineOutcome,"NCLEX-RN readiness: judgment, pharmacology, and stamina",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.headlineUrgency,"NCLEX-RN readiness: judgment, pharmacology, and stamina — start your pass-focused sprint",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.included0,High-yield RN question bank with rationales,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.included1,Lessons across core systems and acute care transitions,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.included2,CAT-style / adaptive-friendly practice modes where available,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.included3,Exam analytics and review focused on your miss patterns,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.outcome0,Train clinical judgment with scenarios weighted like the real exam,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.outcome1,"Strengthen pharmacology, safety, and prioritization in one workflow",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.outcome2,Move from practice questions to full mocks when accuracy holds,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.proofLine,"Serious candidates combine daily questions, lessons, and mocks—NurseNest keeps that loop in one subscription.",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rn.subhead,"Integrated lessons, NGN-style thinking, and mock exams for Canada and the United States.",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.headline,Pass the REx-PN with practice that feels like exam day,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.headlineOutcome,Reach passing readiness: the REx-PN with practice that feels like exam day,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.headlineUrgency,Pass the REx-PN with practice that feels like exam day — start your pass-focused sprint,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.included0,PN-tier question bank with detailed rationales,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.included1,Clinical lessons mapped to entry-to-practice competencies,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.included2,Timed practice exams using your filtered item pool,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.included3,Progress visibility so you study what moves your score,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.outcome0,"Build confidence on delegation, scope, and stable vs unstable presentations",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.outcome1,Translate theory into quick decisions under time pressure,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.outcome2,Close gaps with category-aware review instead of random drilling,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.proofLine,Learners who train consistently with timed blocks and rationales report stronger readiness on exam-style judgment items.,,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.rpn.subhead,"PN-scope scenarios, safety-first rationales, and timed sets aligned to Canadian practical nursing.",,missing_in_overlay,pricing,1
ar,pages.pricing.narrative.variant.urgencyLine,Lock in a weekly question-and-rationale rhythm now—consistent reps beat last-minute cramming.,,missing_in_overlay,pricing,1
ar,pages.pricing.plan.avgSuffix,avg,,missing_in_overlay,pricing,1
ar,pages.pricing.plan.bestValue,Best value,,missing_in_overlay,pricing,1
ar,pages.pricing.plan.saveVsMonthly,Save ~{{pct}}% vs paying month-to-month,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.badge,Inside the learner shell,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.body,"Timed item sets, review mode, and mock exams live next to your running accuracy and category breakdowns—so you see whether you are actually improving, not just logging hours.",,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricAccuracy,72%,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricAccuracyCaption,Rolling accuracy (sample),,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricsLabel,Example performance strip (illustrative),,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricStreak,5,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricStreakCaption,Day study streak,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricWeak,3,,missing_in_overlay,pricing,1
ar,pages.pricing.preview.metricWeakCaption,Categories flagged weak,,missing_in_overlay,pricing,1
ar,pages.pricing.section.includedHeading,Included in this tier,,missing_in_overlay,pricing,1
ar,pages.pricing.section.outcomesHeading,What changes in your study week,,missing_in_overlay,pricing,1
ar,pages.pricing.segment.allied,Allied health,,missing_in_overlay,pricing,1
ar,pages.pricing.segment.lvn,LVN/LPN (US),,missing_in_overlay,pricing,1
ar,pages.pricing.segment.np,NP,,missing_in_overlay,pricing,1
ar,pages.pricing.segment.rn,RN,,missing_in_overlay,pricing,1
ar,pages.pricing.segment.rpn,RPN (Canada),,missing_in_overlay,pricing,1
ar,pages.pricing.social.passRateLine,"Learners who keep a weekly rhythm—questions, rationales, timed blocks—tend to feel steadier as their test date approaches. Your mileage depends on how you use the bank.",,missing_in_overlay,pricing,1
ar,pages.pricing.social.pricingFooterLine,"One subscription covers the bank, lessons, timed practice, and performance history so you are not stitching together three different vendors the week before your exam.",,missing_in_overlay,pricing,1
ar,pages.pricing.title,Pricing,,missing_in_overlay,pricing,1
ar,pages.pricing.trust.bullet0,Secure checkout via Stripe,,missing_in_overlay,pricing,1
ar,pages.pricing.trust.bullet1,Built for Canada and US registration contexts,,missing_in_overlay,pricing,1
ar,pages.pricing.trust.bullet2,Your question bank stays scoped to the tier you purchased—no cross-tier leakage,,missing_in_overlay,pricing,1
ar,pages.pricing.trust.guaranteeBody,"If NurseNest is not helping you study with clearer structure and more disciplined practice in the first 30 days, contact support—we will work with you on a fair resolution.",,missing_in_overlay,pricing,1
ar,pages.pricing.trust.guaranteeTitle,30-day pass-focused guarantee,,missing_in_overlay,pricing,1
ar,paywall.dashboard.intro,"The dashboard shows access status for everyone; subscribers get readiness, streaks, planner, weak-topic nudges, and continue-where-you-left-off shortcuts.",,missing_in_overlay,paywall,2
ar,paywall.dashboard.lose0,Blended readiness and suggested next steps across sessions,,missing_in_overlay,paywall,2
ar,paywall.dashboard.lose1,Study planner and exam-date pacing,,missing_in_overlay,paywall,2
ar,paywall.dashboard.lose2,Weak-area flashcard and drill nudges from your misses,,missing_in_overlay,paywall,2
ar,paywall.dashboard.progress,"You already have activity on this account. Upgrade to turn this into your daily hub with saved signals, not just banners.",,missing_in_overlay,paywall,2
ar,paywall.dashboard.title,Unlock full access,,missing_in_overlay,paywall,2
ar,paywall.exams.intro,"Timed mocks draw from your tier’s server-side pool. Checkout enables full-length attempts, autosave, and score history.",,missing_in_overlay,paywall,2
ar,paywall.exams.lose0,Full-length timed sessions with attempt review,,missing_in_overlay,paywall,2
ar,paywall.exams.lose1,Score history and pacing that match authorization-to-test timing,,missing_in_overlay,paywall,2
ar,paywall.exams.lose2,Saved mocks tied to your pathway,,missing_in_overlay,paywall,2
ar,paywall.exams.progress,"When your plan is active, new mock attempts appear here immediately after checkout.",,missing_in_overlay,paywall,2
ar,paywall.exams.title,Unlock full access,,missing_in_overlay,paywall,2
ar,paywall.feature.adaptivePlanner,adaptive study planner,,missing_in_overlay,paywall,2
ar,paywall.feature.detailedRationales,detailed rationales,,missing_in_overlay,paywall,2
ar,paywall.feature.flashcards,flashcards,,missing_in_overlay,paywall,2
ar,paywall.feature.fullQuestionBank,full question bank,,missing_in_overlay,paywall,2
ar,paywall.feature.readinessTracking,readiness tracking,,missing_in_overlay,paywall,2
ar,paywall.footerHint,"Most candidates who feel exam-ready mixed steady question reps, full rationales, and at least one full mock in the weeks before their date, not a single cram block.",,missing_in_overlay,paywall,2
ar,paywall.lessons.intro,"Lesson previews show structure; subscribers get complete bodies, module progress, and the lesson pool that matches your pathway.",,missing_in_overlay,paywall,2
ar,paywall.lessons.lose0,Full lesson content beyond preview limits,,missing_in_overlay,paywall,2
ar,paywall.lessons.lose1,Completion tracking and resume across modules,,missing_in_overlay,paywall,2
ar,paywall.lessons.lose2,Cross-lesson sequences aligned to your exam scope,,missing_in_overlay,paywall,2
ar,paywall.lessons.progress,Any preview modules you opened still count toward your study story. Upgrade to keep progress and unlock full depth.,,missing_in_overlay,paywall,2
ar,paywall.lessons.title,Unlock full access,,missing_in_overlay,paywall,2
ar,paywall.loseHeading,What you lose without upgrading,,missing_in_overlay,paywall,2
ar,paywall.questions.intro,"Previews and capped runs show you the interface; a paid tier unlocks the full pathway-scoped pool, full rationales on every option, weak-area routing, and cross-device history.",,missing_in_overlay,paywall,2
ar,paywall.questions.lose0,Full rationales and review history for every item you have attempted,,missing_in_overlay,paywall,2
ar,paywall.questions.lose1,Unlimited or tier-scoped bank access (not preview caps),,missing_in_overlay,paywall,2
ar,paywall.questions.lose2,Category analytics that persist across sessions and devices,,missing_in_overlay,paywall,2
ar,paywall.questions.progress,"You have already started prep. Your recent attempts count. Upgrade to keep weak-topic lists, streaks, and full review instead of losing depth after each preview.",,missing_in_overlay,paywall,2
ar,paywall.questions.title,Unlock full access,,missing_in_overlay,paywall,2
ar,paywall.remainingLessons,{{n}} lesson preview rows remaining,,missing_in_overlay,paywall,2
ar,paywall.remainingQuestions,{{n}} preview questions remaining,,missing_in_overlay,paywall,2
ar,paywall.subscriptionBadge,NurseNest subscription,,missing_in_overlay,paywall,2
ar,paywall.unlockListHeading,Unlock full access to:,,missing_in_overlay,paywall,2
ar,home.career.exploreJourney,Explore Your Career Journey,,missing_in_overlay,home,3
ar,home.career.journeyBadge,Study → Pass → Transition → Get Hired,,missing_in_overlay,home,3
ar,home.career.journeySubtitle,Follow the step-by-step journey from exam prep to career launch. Every stage connects to the resources you need.,,missing_in_overlay,home,3
ar,home.career.journeyTitle,See Your Complete Career Path,,missing_in_overlay,home,3
ar,home.career.rnPath,RN Career Path,,missing_in_overlay,home,3
ar,home.competitive.archer,Archer,,missing_in_overlay,home,3
ar,home.competitive.badge,How We Compare,,missing_in_overlay,home,3
ar,home.competitive.caContent,Canadian Content,,missing_in_overlay,home,3
ar,home.competitive.clinicalSims,Clinical Simulations,,missing_in_overlay,home,3
ar,home.competitive.deepPatho,Deep Pathophysiology,,missing_in_overlay,home,3
ar,home.competitive.feature,Feature,,missing_in_overlay,home,3
ar,home.competitive.flashcards,Test Bank,,missing_in_overlay,home,3
ar,home.competitive.freeContent,Free Tier Available,,missing_in_overlay,home,3
ar,home.competitive.heading,Why NurseNest vs UWorld & Archer,,missing_in_overlay,home,3
ar,home.competitive.limited,Limited,,missing_in_overlay,home,3
ar,home.competitive.multiLang,15+ Languages,,missing_in_overlay,home,3
ar,home.competitive.npContent,NP Certification Prep,,missing_in_overlay,home,3
ar,home.competitive.nursenest,NurseNest,,missing_in_overlay,home,3
ar,home.competitive.price,Starting Price,,missing_in_overlay,home,3
ar,home.competitive.priceAR,$99+ one-time,,missing_in_overlay,home,3
ar,home.competitive.priceNN,From $21.99/mo,,missing_in_overlay,home,3
ar,home.competitive.priceUW,$399+ one-time,,missing_in_overlay,home,3
ar,home.competitive.subtitle,Get more for less. NurseNest delivers premium exam prep features at a fraction of the cost.,,missing_in_overlay,home,3
ar,home.competitive.uworld,UWorld,,missing_in_overlay,home,3
ar,home.cta.button,Create Free Account,,missing_in_overlay,home,3
ar,home.cta.disclaimer,No credit card required. Free anatomy content and practice questions included.,,missing_in_overlay,home,3
ar,home.cta.subtitle,"No card to browse starter content. When you are ready, upgrade for the full bank and mocks for your tier.",,missing_in_overlay,home,3
ar,home.cta.title,Open a free account and start with your pathway,,missing_in_overlay,home,3
ar,home.diff.languages,15 Languages,,missing_in_overlay,home,3
ar,home.diff.languagesDesc,"English, French, Filipino, Hindi, Spanish, Chinese, Arabic, Korean, Portuguese, Punjabi, and more",,missing_in_overlay,home,3
ar,home.diff.patho,Deep Pathophysiology,,missing_in_overlay,home,3
ar,home.diff.pathoDesc,"Cellular-level explanations, receptor-level drug MOA, not just surface summaries",,missing_in_overlay,home,3
ar,home.diff.region,Canada & US,,missing_in_overlay,home,3
ar,home.diff.regionDesc,"CAD/USD pricing, regional lab values, scope-of-practice language",,missing_in_overlay,home,3
ar,home.diff.scope,Tier-Specific Scope,,missing_in_overlay,home,3
ar,home.diff.scopeDesc,"monitor/report, RN protocol-based, NP order/prescribe",,missing_in_overlay,home,3
ar,home.email.button,Send Me Practice Questions,,missing_in_overlay,home,3
ar,home.email.disclaimer,No spam. No sales pitches. Just clinically useful study material. You control how often you hear from us.,,missing_in_overlay,home,3
ar,home.email.freq.biweekly,Every two weeks,,missing_in_overlay,home,3
ar,home.email.freq.daily,Once a day,,missing_in_overlay,home,3
ar,home.email.freq.everyOtherDay,Every other day,,missing_in_overlay,home,3
ar,home.email.freq.monthly,Once a month,,missing_in_overlay,home,3
ar,home.email.freq.threeWeek,3 times a week,,missing_in_overlay,home,3
ar,home.email.freq.twiceWeek,Twice a week,,missing_in_overlay,home,3
ar,home.email.freq.weekly,Once a week,,missing_in_overlay,home,3
ar,home.email.frequencyLabel,Send me questions:,,missing_in_overlay,home,3
ar,home.email.invalidEmail,Please enter a valid email address.,,missing_in_overlay,home,3
ar,home.email.placeholder,Enter your email address,,missing_in_overlay,home,3
ar,home.email.somethingWrong,Something went wrong. Please try again.,,missing_in_overlay,home,3
ar,home.email.subscriptionFailed,Subscription failed. Please try again.,,missing_in_overlay,home,3
ar,home.email.subtitle,"Receive practice questions with detailed rationales, pharmacology review cards, and exam strategy breakdowns. Choose your preferred frequency and adjust it anytime from your profile settings. Written by nursing educators. Useful from day one. Unsubscribe anytime.",,missing_in_overlay,home,3
ar,home.email.success,You are subscribed. Check your inbox for study tips.,,missing_in_overlay,home,3
ar,home.email.title,Free Clinical Reasoning Questions - You Choose How Often,,missing_in_overlay,home,3
ar,home.examPath.badge,Exam-Specific Prep,,missing_in_overlay,home,3
ar,home.examPath.bothNote,All content is available regardless of region. Choose your primary exam to get personalized recommendations.,,missing_in_overlay,home,3
ar,home.examPath.ca.cta,REX-PN Prep Guide,,missing_in_overlay,home,3
ar,home.examPath.ca.desc,"Prepare for the Regulatory Exam–Practical Nurse with Canadian-specific content: RPN scope of practice, CNO standards, metric units, and SI lab values.",,missing_in_overlay,home,3
ar,home.examPath.ca.pill1,CAT-Based Exam,,missing_in_overlay,home,3
ar,home.examPath.ca.pill2,CNO Standards,,missing_in_overlay,home,3
ar,home.examPath.ca.pill3,SI Units & Metric,,missing_in_overlay,home,3
ar,home.examPath.ca.subtitle,Registered Practical Nurse,,missing_in_overlay,home,3
ar,home.examPath.ca.title,Canada — REX-PN,,missing_in_overlay,home,3
ar,home.examPath.heading,Choose Your Exam Path,,missing_in_overlay,home,3
ar,home.examPath.subtitle,NurseNest delivers targeted preparation for both Canadian and American nursing exams. Select your path for content aligned to your specific exam.,,missing_in_overlay,home,3
ar,home.examPath.us.cta,NCLEX-RN Prep Guide,,missing_in_overlay,home,3
ar,home.examPath.us.desc,"Master the NCLEX-RN and NCLEX-PN with Next Generation NCLEX question types, clinical judgment measurement model, and US scope of practice content.",,missing_in_overlay,home,3
ar,home.examPath.us.pill1,NGN Question Types,,missing_in_overlay,home,3
ar,home.examPath.us.pill2,Clinical Judgment Model,,missing_in_overlay,home,3
ar,home.examPath.us.pill3,NCSBN Standards,,missing_in_overlay,home,3
ar,home.examPath.us.subtitle,RN & PN Licensure,,missing_in_overlay,home,3
ar,home.examPath.us.title,United States — NCLEX,,missing_in_overlay,home,3
ar,home.examPath.yourRegion,Your Region,,missing_in_overlay,home,3
ar,home.exams.desc,Timed practice exams with detailed rationales and scoring.,,missing_in_overlay,home,3
ar,home.exams.title,Mock Exams,,missing_in_overlay,home,3
ar,home.exploreHubs.link.blog,Blog & study notes,,missing_in_overlay,home,3
ar,home.exploreHubs.link.nclexRn,NCLEX-RN practice hub,,missing_in_overlay,home,3
ar,home.exploreHubs.link.np,NP exam prep,,missing_in_overlay,home,3
ar,home.exploreHubs.link.pricing,Plans & checkout,,missing_in_overlay,home,3
ar,home.exploreHubs.link.rexPn,REx-PN & NCLEX-PN prep,,missing_in_overlay,home,3
ar,home.exploreHubs.link.tools,Clinical calculators,,missing_in_overlay,home,3
ar,home.exploreHubs.subtitle,"Deeper pages for RN, PN, and NP prep—plus clinical calculators and pricing without leaving the same shell.",,missing_in_overlay,home,3
ar,home.exploreHubs.title,"Guides, tools, and plans when you are ready",,missing_in_overlay,home,3
ar,home.faq.a1,"No. NurseNest is an independent educational platform. It is not affiliated with, endorsed by, or connected to NCLEX, NCSBN, CNO, or any nursing or allied health regulatory body. All content is developed independently by healthcare professionals and is designed to align with the content domains and cognitive patterns assessed on licensure and certification examinations.",,missing_in_overlay,home,3
ar,home.faq.a10,"Yes. All NurseNest content is developed and reviewed by healthcare professionals with clinical and educational expertise. Lessons, practice questions, and case simulations are created to reflect current evidence-based practice guidelines and are designed to align with the content domains assessed on nursing, NP, and allied health certification examinations. Content is regularly updated to maintain clinical accuracy and relevance.",,missing_in_overlay,home,3
ar,home.faq.a11,"Yes. NurseNest includes dedicated exam prep for allied health professions including respiratory therapy (RRT), paramedics (PCP/ACP/NREMT), medical laboratory technologists (MLT), pharmacy technicians, diagnostic imaging technologists, social workers (ASWB), psychotherapists (CRPO), occupational therapists (NBCOT), and physical therapists. Each profession has tailored practice questions, study resources, and career guides.",,missing_in_overlay,home,3
ar,home.faq.a12,"Yes. NurseNest offers comprehensive nurse practitioner certification exam prep covering AANP, ANCC, FNP-BC, AGPCNP-BC, AGACNP-BC, PMHNP-BC, PNP-BC, NNP-BC, ENP-C, and CNM. NP content includes advanced-level practice questions, molecular-level pathophysiology lessons, and diagnostic reasoning exercises designed for the higher clinical complexity expected on NP certification exams.",,missing_in_overlay,home,3
ar,home.faq.a13,"The New Graduate Hub provides clinical survival guides, first-year-on-the-floor resources, certification pathway planning, resume and interview tools, and burnout prevention resources. It",,missing_in_overlay,home,3
ar,home.faq.a14,"NurseNest supports preparation for nursing specialty certifications including CCRN (Critical Care), CEN (Emergency), PCCN (Progressive Care), and others. The platform offers clinical specialty guides covering ICU, NICU, trauma, med-surg, mental health, orthopedics, nephrology, and palliative care nursing — each with targeted practice questions and clinical pearls.",,missing_in_overlay,home,3
ar,home.faq.a2,"NurseNest questions are designed to mirror the clinical reasoning and cognitive patterns tested on healthcare licensure and certification examinations. They are not actual exam questions, but they target the same thinking skills, content domains, and clinical judgment frameworks that examiners use to assess readiness for practice. This includes Next Generation-style case studies and clinical judgment scenarios for nursing, as well as discipline-specific question formats for allied health professions.",,missing_in_overlay,home,3
ar,home.faq.a3,"Absolutely. Many nursing and allied health students use NurseNest alongside their coursework to reinforce pathophysiology, pharmacology, and clinical reasoning skills. The structured progression from foundational concepts to advanced case analysis is designed to complement how healthcare programs build knowledge across semesters, making it valuable from your first year through graduation.",,missing_in_overlay,home,3
ar,home.faq.a4,"Traditional question banks give you a question, four options, and the correct answer. NurseNest provides deep rationales explaining why the correct answer is right and why each distractor is wrong. It connects questions to pathophysiology lessons, includes interactive case simulations with branching outcomes, and tracks your performance across body systems to target your weak areas. The goal is to build clinical reasoning, not just test recall.",,missing_in_overlay,home,3
ar,home.faq.a5,"Yes. NurseNest supports exam preparation for all major nursing licensure and certification examinations, including NCLEX-RN, NCLEX-PN, REX-PN, and all NP certification exams: AANP, ANCC, FNP-BC, AGPCNP-BC, AGACNP-BC, PMHNP-BC, PNP-BC, NNP-BC, ENP-C, and CNM. The platform also covers allied health certifications including RRT, NREMT, MLT, PTCB, NBCOT, and ASWB exams. Whether you",,missing_in_overlay,home,3
ar,home.faq.a6,"The free plan includes Pre-Nursing Foundations modules, interactive anatomy and physiology diagrams, Clinical Clarity explanations, access to the lesson library for browsing, limited practice questions, and up to 50 flashcards across your decks. No credit card is required to start. Premium plans unlock the full question bank, clinical case simulations, unlimited flashcard decks with Learn and Test modes, med math tools, performance analytics, and all 10 language translations.",,missing_in_overlay,home,3
