locale,key,englishValue,overlayValue,overlayStatus,section,priorityRank
es,pages.pricing.narrative.lvn_lpn.outcome2,Use mock pacing to reduce exam-day adrenaline mistakes,Utilice un ritmo simulado para reducir los errores de adrenalina el día del examen,present_and_translated,pricing,1
es,pages.pricing.narrative.lvn_lpn.proofLine,Outcome-focused study beats passive videos—active items with rationales are built into every plan.,El estudio centrado en resultados supera a los vídeos pasivos: en cada plan se incluyen elementos activos con fundamentos.,present_and_translated,pricing,1
es,pages.pricing.narrative.lvn_lpn.subhead,US LVN/LPN pathways get PN-level scenarios—no RN-only noise unless your plan includes it.,Las rutas LVN/LPN de EE. UU. obtienen escenarios de nivel PN: no hay ruido solo de RN a menos que su plan lo incluya.,present_and_translated,pricing,1
es,pages.pricing.narrative.np.headline,NP exam prep with differential depth and management rigor,Preparación para el examen NP con profundidad diferencial y rigor de gestión,present_and_translated,pricing,1
es,pages.pricing.narrative.np.headlineOutcome,NP exam prep with differential depth and management rigor,Preparación para el examen NP con profundidad diferencial y rigor de gestión,present_and_translated,pricing,1
es,pages.pricing.narrative.np.headlineUrgency,NP exam prep with differential depth and management rigor — start your advanced-practice sprint,Preparación para el examen NP con profundidad diferencial y rigor de gestión: comience su sprint de práctica avanzada,present_and_translated,pricing,1
es,pages.pricing.narrative.np.included0,NP-tier items with deeper rationale expectations,Artículos de nivel NP con expectativas fundamentadas más profundas,present_and_translated,pricing,1
es,pages.pricing.narrative.np.included1,Clinical lessons supporting advanced pathways (per your tier),Lecciones clínicas que respaldan vías avanzadas (según su nivel),present_and_translated,pricing,1
es,pages.pricing.narrative.np.included2,Mock exam sessions sized for longer case blocks,Sesiones de examen simuladas diseñadas para bloques de casos más largos,present_and_translated,pricing,1
es,pages.pricing.narrative.np.included3,Category analytics tuned for NP scope,Análisis de categorías adaptado al alcance de NP,present_and_translated,pricing,1
es,pages.pricing.narrative.np.outcome0,Stress-test differentials and prescribing considerations safely,Diferenciales de las pruebas de esfuerzo y consideraciones de prescripción segura,present_and_translated,pricing,1
es,pages.pricing.narrative.np.outcome1,Build speed on complex case stems without skipping rationale depth,Aumente la velocidad en casos complejos sin omitir la profundidad de la justificación,present_and_translated,pricing,1
es,pages.pricing.narrative.np.outcome2,Align study blocks to the systems you actually see in practice,Alinee los bloques de estudio con los sistemas que realmente ve en la práctica,present_and_translated,pricing,1
es,pages.pricing.narrative.np.proofLine,NP candidates use NurseNest to keep complexity high without losing the feedback loop rationales provide.,Los candidatos a NP utilizan NurseNest para mantener alta la complejidad sin perder los fundamentos del ciclo de retroalimentación que brindan.,present_and_translated,pricing,1
es,pages.pricing.narrative.np.subhead,"Advanced practice items emphasize synthesis, diagnostics, and follow-up planning.","Los elementos de práctica avanzada enfatizan la síntesis, el diagnóstico y la planificación de seguimiento.",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.headline,"NCLEX-RN readiness: judgment, pharmacology, and stamina","Preparación NCLEX-RN: juicio, farmacología y resistencia",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.headlineOutcome,"NCLEX-RN readiness: judgment, pharmacology, and stamina","Preparación NCLEX-RN: juicio, farmacología y resistencia",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.headlineUrgency,"NCLEX-RN readiness: judgment, pharmacology, and stamina — start your pass-focused sprint","Preparación NCLEX-RN: juicio, farmacología y resistencia: comience su sprint centrado en el pase",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.included0,High-yield RN question bank with rationales,Banco de preguntas de enfermeras registradas de alto rendimiento con fundamentos,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.included1,Lessons across core systems and acute care transitions,Lecciones sobre los sistemas centrales y las transiciones de cuidados intensivos,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.included2,CAT-style / adaptive-friendly practice modes where available,Modos de práctica estilo CAT/adaptativos cuando estén disponibles,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.included3,Exam analytics and review focused on your miss patterns,Análisis y revisión de exámenes centrados en sus patrones de errores,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.outcome0,Train clinical judgment with scenarios weighted like the real exam,Entrenar el juicio clínico con escenarios ponderados como el examen real,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.outcome1,"Strengthen pharmacology, safety, and prioritization in one workflow","Fortalecer la farmacología, la seguridad y la priorización en un solo flujo de trabajo",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.outcome2,Move from practice questions to full mocks when accuracy holds,Pase de preguntas de práctica a simulacros completos cuando la precisión se mantenga,present_and_translated,pricing,1
es,pages.pricing.narrative.rn.proofLine,"Serious candidates combine daily questions, lessons, and mocks—NurseNest keeps that loop in one subscription.","Los candidatos serios combinan preguntas, lecciones y simulacros diarios; NurseNest mantiene ese ciclo en una sola suscripción.",present_and_translated,pricing,1
es,pages.pricing.narrative.rn.subhead,"Integrated lessons, NGN-style thinking, and mock exams for Canada and the United States.","Lecciones integradas, pensamiento estilo NGN y exámenes simulados para Canadá y Estados Unidos.",present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.headline,Pass the REx-PN with practice that feels like exam day,Apruebe el REx-PN con una práctica que se sentirá como el día de un examen,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.headlineOutcome,Reach passing readiness: the REx-PN with practice that feels like exam day,Alcance la preparación para aprobar: el REx-PN con una práctica que se siente como el día de un examen,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.headlineUrgency,Pass the REx-PN with practice that feels like exam day — start your pass-focused sprint,Apruebe el REx-PN con una práctica que se sentirá como el día del examen: comience su sprint centrado en aprobar,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.included0,PN-tier question bank with detailed rationales,Banco de preguntas de nivel PN con fundamentos detallados,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.included1,Clinical lessons mapped to entry-to-practice competencies,Lecciones clínicas asignadas a las competencias de entrada a la práctica,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.included2,Timed practice exams using your filtered item pool,Exámenes de práctica cronometrados utilizando su grupo de elementos filtrados,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.included3,Progress visibility so you study what moves your score,Visibilidad del progreso para que puedas estudiar qué mueve tu puntuación,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.outcome0,"Build confidence on delegation, scope, and stable vs unstable presentations","Genere confianza en la delegación, el alcance y las presentaciones estables versus inestables.",present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.outcome1,Translate theory into quick decisions under time pressure,Traducir la teoría en decisiones rápidas bajo presión de tiempo.,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.outcome2,Close gaps with category-aware review instead of random drilling,Cierre las brechas con una revisión basada en categorías en lugar de una navegación aleatoria,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.proofLine,Learners who train consistently with timed blocks and rationales report stronger readiness on exam-style judgment items.,Los estudiantes que entrenan consistentemente con bloques cronometrados y fundamentos reportan una mayor preparación en los ítems de juicio estilo examen.,present_and_translated,pricing,1
es,pages.pricing.narrative.rpn.subhead,"PN-scope scenarios, safety-first rationales, and timed sets aligned to Canadian practical nursing.","Escenarios de alcance de NP, fundamentos de seguridad y series cronometradas alineados con la enfermería práctica canadiense.",present_and_translated,pricing,1
es,pages.pricing.narrative.variant.urgencyLine,Lock in a weekly question-and-rationale rhythm now—consistent reps beat last-minute cramming.,Establezca ahora un ritmo semanal de preguntas y fundamentos: los representantes constantes superan el abarrotamiento de último minuto.,present_and_translated,pricing,1
es,pages.pricing.plan.avgSuffix,avg,promedio,present_and_translated,pricing,1
es,pages.pricing.plan.bestValue,Best value,Mejor valor,present_and_translated,pricing,1
es,pages.pricing.plan.saveVsMonthly,Save ~{{pct}}% vs paying month-to-month,Ahorre ~{{pct}}% en comparación con pagar mes a mes,present_and_translated,pricing,1
es,pages.pricing.preview.badge,Inside the learner shell,Dentro del caparazón del alumno,present_and_translated,pricing,1
es,pages.pricing.preview.body,"Timed item sets, review mode, and mock exams live next to your running accuracy and category breakdowns—so you see whether you are actually improving, not just logging hours.","Los conjuntos de elementos cronometrados, el modo de revisión y los exámenes simulados se encuentran junto a la precisión de la carrera y los desgloses de categorías, para que puedas ver si realmente estás mejorando y no solo registrando horas.",present_and_translated,pricing,1
es,pages.pricing.preview.metricAccuracy,72%,72%,identical_to_english,pricing,1
es,pages.pricing.preview.metricAccuracyCaption,Rolling accuracy (sample),Precisión de rodadura (muestra),present_and_translated,pricing,1
es,pages.pricing.preview.metricsLabel,Example performance strip (illustrative),Ejemplo de tira de rendimiento (ilustrativa),present_and_translated,pricing,1
es,pages.pricing.preview.metricStreak,5,5,identical_to_english,pricing,1
es,pages.pricing.preview.metricStreakCaption,Day study streak,Racha de estudio diurno,present_and_translated,pricing,1
es,pages.pricing.preview.metricWeak,3,3,identical_to_english,pricing,1
es,pages.pricing.preview.metricWeakCaption,Categories flagged weak,Categorías marcadas como débiles,present_and_translated,pricing,1
es,pages.pricing.section.includedHeading,Included in this tier,Incluido en este nivel,present_and_translated,pricing,1
es,pages.pricing.section.outcomesHeading,What changes in your study week,¿Qué cambia en tu semana de estudio?,present_and_translated,pricing,1
es,pages.pricing.segment.allied,Allied health,Salud aliada,present_and_translated,pricing,1
es,pages.pricing.segment.lvn,LVN/LPN (US),LVN/LPN (EE.UU.),present_and_translated,pricing,1
es,pages.pricing.segment.np,NP,notario público,present_and_translated,pricing,1
es,pages.pricing.segment.rn,RN,enfermera registrada,present_and_translated,pricing,1
es,pages.pricing.segment.rpn,RPN (Canada),RPN (Canadá),present_and_translated,pricing,1
es,pages.pricing.social.passRateLine,"Learners who keep a weekly rhythm—questions, rationales, timed blocks—tend to feel steadier as their test date approaches. Your mileage depends on how you use the bank.","Los estudiantes que mantienen un ritmo semanal (preguntas, fundamentos, bloques cronometrados) tienden a sentirse más estables a medida que se acerca la fecha del examen. Su millaje depende de cómo utilice el banco.",present_and_translated,pricing,1
es,pages.pricing.social.pricingFooterLine,"One subscription covers the bank, lessons, timed practice, and performance history so you are not stitching together three different vendors the week before your exam.","Una suscripción cubre el banco, las lecciones, la práctica cronometrada y el historial de desempeño, por lo que no tendrá que juntar tres proveedores diferentes la semana anterior a su examen.",present_and_translated,pricing,1
es,pages.pricing.title,Pricing,Precios,present_and_translated,pricing,1
es,pages.pricing.trust.bullet0,Secure checkout via Stripe,Pago seguro a través de Stripe,present_and_translated,pricing,1
es,pages.pricing.trust.bullet1,Built for Canada and US registration contexts,Creado para contextos de registro de Canadá y EE. UU.,present_and_translated,pricing,1
es,pages.pricing.trust.bullet2,Your question bank stays scoped to the tier you purchased—no cross-tier leakage,"Su banco de preguntas permanece limitado al nivel que compró, sin fugas entre niveles",present_and_translated,pricing,1
es,pages.pricing.trust.guaranteeBody,"If NurseNest is not helping you study with clearer structure and more disciplined practice in the first 30 days, contact support—we will work with you on a fair resolution.","Si NurseNest no le ayuda a estudiar con una estructura más clara y una práctica más disciplinada durante los primeros 30 días, comuníquese con el servicio de asistencia técnica; trabajaremos con usted para llegar a una solución justa.",present_and_translated,pricing,1
es,pages.pricing.trust.guaranteeTitle,30-day pass-focused guarantee,Garantía centrada en el pase de 30 días,present_and_translated,pricing,1
es,paywall.dashboard.intro,"The dashboard shows access status for everyone; subscribers get readiness, streaks, planner, weak-topic nudges, and continue-where-you-left-off shortcuts.","El panel muestra el estado de acceso para todos; los suscriptores obtienen preparación, rachas, planificador, recordatorios de áreas débiles y accesos directos para continuar donde lo dejaste.",present_and_translated,paywall,2
es,paywall.dashboard.lose0,Blended readiness and suggested next steps across sessions,Preparación integrada y siguientes pasos sugeridos entre sesiones,present_and_translated,paywall,2
es,paywall.dashboard.lose1,Study planner and exam-date pacing,Planificador de estudio y ritmo hasta la fecha del examen,present_and_translated,paywall,2
es,paywall.dashboard.lose2,Weak-area flashcard and drill nudges from your misses,Recordatorios de tarjetas y ejercicios en áreas débiles según tus errores,present_and_translated,paywall,2
es,paywall.dashboard.progress,"You already have activity on this account. Upgrade to turn this into your daily hub with saved signals, not just banners.","Ya tienes actividad en esta cuenta. Mejora tu plan para convertirlo en tu centro diario con señales guardadas, no solo avisos.",present_and_translated,paywall,2
es,paywall.dashboard.title,Unlock full access,Desbloquea el acceso completo,present_and_translated,paywall,2
es,paywall.exams.intro,"Timed mocks draw from your tier’s server-side pool. Checkout enables full-length attempts, autosave, and score history.","Los simulacros cronometrados usan el banco del servidor según tu nivel. Al contratar, activas intentos completos, guardado automático e historial de puntuaciones.",present_and_translated,paywall,2
es,paywall.exams.lose0,Full-length timed sessions with attempt review,Sesiones cronometradas completas con revisión del intento,present_and_translated,paywall,2
es,paywall.exams.lose1,Score history and pacing that match authorization-to-test timing,Historial de puntuaciones y ritmo acorde al plazo hasta el examen autorizado,present_and_translated,paywall,2
es,paywall.exams.lose2,Saved mocks tied to your pathway,Simulacros guardados vinculados a tu vía,present_and_translated,paywall,2
es,paywall.exams.progress,"When your plan is active, new mock attempts appear here immediately after checkout.","Con el plan activo, los nuevos intentos aparecen aquí en cuanto completes la contratación.",present_and_translated,paywall,2
es,paywall.exams.title,Unlock full access,Desbloquea el acceso completo,present_and_translated,paywall,2
es,paywall.feature.adaptivePlanner,adaptive study planner,plan de estudio adaptativo,present_and_translated,paywall,2
es,paywall.feature.detailedRationales,detailed rationales,justificaciones detalladas,present_and_translated,paywall,2
es,paywall.feature.flashcards,flashcards,tarjetas de memoria,present_and_translated,paywall,2
es,paywall.feature.fullQuestionBank,full question bank,banco de preguntas completo,present_and_translated,paywall,2
es,paywall.feature.readinessTracking,readiness tracking,seguimiento de preparación,present_and_translated,paywall,2
es,paywall.footerHint,"Most candidates who feel exam-ready mixed steady question reps, full rationales, and at least one full mock in the weeks before their date, not a single cram block.","Quienes se sienten listos para el examen suelen combinar sesiones constantes de preguntas, justificaciones completas y al menos un simulacro completo en las semanas previas a la fecha, en lugar de un único bloque de estudio intensivo.",present_and_translated,paywall,2
es,paywall.lessons.intro,"Lesson previews show structure; subscribers get complete bodies, module progress, and the lesson pool that matches your pathway.","Las vistas previas de lecciones muestran la estructura; los suscriptores reciben el contenido completo, el progreso por módulos y el conjunto de lecciones alineado a tu vía.",present_and_translated,paywall,2
es,paywall.lessons.lose0,Full lesson content beyond preview limits,Contenido de lección completo más allá de los límites de vista previa,present_and_translated,paywall,2
es,paywall.lessons.lose1,Completion tracking and resume across modules,Seguimiento de finalización y reanudación entre módulos,present_and_translated,paywall,2
es,paywall.lessons.lose2,Cross-lesson sequences aligned to your exam scope,Secuencias entre lecciones alineadas al alcance de tu examen,present_and_translated,paywall,2
es,paywall.lessons.progress,Any preview modules you opened still count toward your study story. Upgrade to keep progress and unlock full depth.,Los módulos de vista previa que abriste siguen contando para tu recorrido. Mejora tu plan para conservar el progreso y la profundidad.,present_and_translated,paywall,2
es,paywall.lessons.title,Unlock full access,Desbloquea el acceso completo,present_and_translated,paywall,2
es,paywall.loseHeading,What you lose without upgrading,Qué pierdes sin mejorar tu plan,present_and_translated,paywall,2
es,paywall.questions.intro,"Previews and capped runs show you the interface; a paid tier unlocks the full pathway-scoped pool, full rationales on every option, weak-area routing, and cross-device history.","Las vistas previas y sesiones limitadas muestran la interfaz; un plan de pago desbloquea el banco alineado a tu vía, justificaciones completas, derivación a áreas débiles e historial entre dispositivos.",present_and_translated,paywall,2
es,paywall.questions.lose0,Full rationales and review history for every item you have attempted,Justificaciones completas e historial de repaso de cada ítem intentado,present_and_translated,paywall,2
es,paywall.questions.lose1,Unlimited or tier-scoped bank access (not preview caps),Acceso ilimitado o según tu nivel (no los topes de vista previa),present_and_translated,paywall,2
es,paywall.questions.lose2,Category analytics that persist across sessions and devices,Análisis por categoría que persisten entre sesiones y dispositivos,present_and_translated,paywall,2
es,paywall.questions.progress,"You have already started prep. Your recent attempts count. Upgrade to keep weak-topic lists, streaks, and full review instead of losing depth after each preview.","Ya comenzaste a prepararte; tus intentos recientes cuentan. Mejora tu plan para conservar listas de temas débiles, rachas y repaso completo en lugar de perder profundidad tras cada vista previa.",present_and_translated,paywall,2
es,paywall.questions.title,Unlock full access,Desbloquea el acceso completo,present_and_translated,paywall,2
es,paywall.remainingLessons,{{n}} lesson preview rows remaining,{{n}} filas de vista previa de lecciones restantes,present_and_translated,paywall,2
es,paywall.remainingQuestions,{{n}} preview questions remaining,{{n}} preguntas de vista previa restantes,present_and_translated,paywall,2
es,paywall.subscriptionBadge,NurseNest subscription,Suscripción NurseNest,present_and_translated,paywall,2
es,paywall.unlockListHeading,Unlock full access to:,Desbloquea acceso completo a:,present_and_translated,paywall,2
es,home.career.exploreJourney,Explore Your Career Journey,Explora tu trayectoria profesional,present_and_translated,home,3
es,home.career.journeyBadge,Study → Pass → Transition → Get Hired,Estudiar → Aprobar → Transición → Ser contratado,present_and_translated,home,3
es,home.career.journeySubtitle,Follow the step-by-step journey from exam prep to career launch. Every stage connects to the resources you need.,Siga el recorrido paso a paso desde la preparación para el examen hasta el inicio de su carrera. Cada etapa se conecta con los recursos que necesita.,present_and_translated,home,3
es,home.career.journeyTitle,See Your Complete Career Path,Vea su trayectoria profesional completa,present_and_translated,home,3
es,home.career.rnPath,RN Career Path,Trayectoria profesional de enfermera registrada,present_and_translated,home,3
es,home.competitive.archer,Archer,Arquera,present_and_translated,home,3
es,home.competitive.badge,How We Compare,Como la comparamos,present_and_translated,home,3
es,home.competitive.caContent,Canadian Content,Contenido canadiense,present_and_translated,home,3
es,home.competitive.clinicalSims,Clinical Simulations,Simulaciones clínicas,present_and_translated,home,3
es,home.competitive.deepPatho,Deep Pathophysiology,Fisiopatología profunda,present_and_translated,home,3
es,home.competitive.feature,Feature,Característica,present_and_translated,home,3
es,home.competitive.flashcards,Test Bank,Banco de pruebas,present_and_translated,home,3
es,home.competitive.freeContent,Free Tier Available,Nivel gratuito disponible,present_and_translated,home,3
es,home.competitive.heading,Why NurseNest vs UWorld & Archer,Por qué NurseNest frente a UWorld y Archer,present_and_translated,home,3
es,home.competitive.limited,Limited,Limitada,present_and_translated,home,3
es,home.competitive.multiLang,15+ Languages,Más de 15 idiomas,present_and_translated,home,3
es,home.competitive.npContent,NP Certification Prep,Preparación para la certificación NP,present_and_translated,home,3
es,home.competitive.nursenest,NurseNest,EnfermeraNido,present_and_translated,home,3
es,home.competitive.price,Starting Price,Precio inicial,present_and_translated,home,3
es,home.competitive.priceAR,$99+ one-time,$99+ por única vez,present_and_translated,home,3
es,home.competitive.priceNN,From $21.99/mo,"Desde $21,99/mes",present_and_translated,home,3
es,home.competitive.priceUW,$399+ one-time,$399+ por única vez,present_and_translated,home,3
es,home.competitive.subtitle,Get more for less. NurseNest delivers premium exam prep features at a fraction of the cost.,Obtenga más por menos. NurseNest ofrece funciones premium de preparación de exámenes a una fracción del costo.,present_and_translated,home,3
es,home.competitive.uworld,UWorld,Umundo,present_and_translated,home,3
es,home.cta.button,Create Free Account,Crear cuenta gratuita,present_and_translated,home,3
es,home.cta.disclaimer,No credit card required. Free anatomy content and practice questions included.,No se requiere tarjeta de crédito. Contenido de anatomía gratuito y preguntas de práctica incluidas.,present_and_translated,home,3
es,home.cta.subtitle,"No card to browse starter content. When you are ready, upgrade for the full bank and mocks for your tier.","Sin tarjeta para explorar el contenido inicial. Cuando esté listo, actualice para obtener el banco completo y simulacros para su nivel.",present_and_translated,home,3
es,home.cta.title,Open a free account and start with your pathway,Abre una cuenta gratuita y comienza tu camino,present_and_translated,home,3
